exchange,symbol,scripcode,securitytype,security desc.,expirydate,opttype,strikeprice,multiplier,ticksize,lotsize,divider,basecurrency,settlecurrency,digits,token,settlement_price
MT5_NSE,ATUL,ATULF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132486,
MT5_NSE,ATUL,ATULG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132487,
MT5_NSE,AUBANK,AUBANKF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132488,
MT5_NSE,AUBANK,AUBANKG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132489,
MT5_NSE,AUROPHARMA,AUROPHARMAF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132490,
MT5_NSE,AUROPHARMA,AUROPHARMAG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132491,
MT5_NSE,AXISBANK,AXISBANKF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132492,
MT5_NSE,AXISBANK,AXISBANKG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132493,
MT5_NSE,BAJAJ,BAJAJAUTOF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132494,
MT5_NSE,BAJAJ,BAJAJAUTOG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132495,
MT5_NSE,BAJAJFINSV,BAJAJFINSVF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132496,
MT5_NSE,BAJAJFINSV,BAJAJFINSVG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132497,
MT5_NSE,BAJFINANCE,BAJFINANCEF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132498,
MT5_NSE,BAJFINANCE,BAJFINANCEG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132499,
MT5_NSE,BALKRISIND,BALKRISINDF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132500,
MT5_NSE,BALKRISIND,BALKRISINDG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132501,
MT5_NSE,BALRAMCHIN,BALRAMCHINF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132502,
MT5_NSE,BALRAMCHIN,BALRAMCHING,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132503,
MT5_NSE,BANDHANBNK,BANDHANBNKF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132504,
MT5_NSE,BANDHANBNK,BANDHANBNKG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132505,
MT5_NSE,BANKBARODA,BANKBARODAF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132506,
MT5_NSE,BANKBARODA,BANKBARODAG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132507,
MT5_NSE,BANKNIFTY,BANKNIFTYF,Future,NSE Future,29Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132508,
MT5_NSE,BANKNIFTY,BANKNIFTYG,Future,NSE Future,25Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132509,
MT5_NSE,BATAINDIA,BATAINDIAF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132510,
MT5_NSE,BATAINDIA,BATAINDIAG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132511,
MT5_NSE,BEL,BELF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132512,
MT5_NSE,BEL,BELG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132513,
MT5_NSE,BERGEPAINT,BERGEPAINTF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132514,
MT5_NSE,BERGEPAINT,BERGEPAINTG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132515,
MT5_NSE,BHARATFORG,BHARATFORGF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132516,
MT5_NSE,BHARATFORG,BHARATFORGG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132517,
MT5_NSE,BHARTIARTL,BHARTIARTLF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132518,
MT5_NSE,BHARTIARTL,BHARTIARTLG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132519,
MT5_NSE,BHEL,BHELF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132520,
MT5_NSE,BHEL,BHELG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132521,
MT5_NSE,BIOCON,BIOCONF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132522,
MT5_NSE,BIOCON,BIOCONG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132523,
MT5_NSE,BOSCHLTD,BOSCHLTDF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132524,
MT5_NSE,BOSCHLTD,BOSCHLTDG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132525,
MT5_NSE,BPCL,BPCLF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132526,
MT5_NSE,BPCL,BPCLG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132527,
MT5_NSE,BRITANNIA,BRITANNIAF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132528,
MT5_NSE,BRITANNIA,BRITANNIAG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132529,
MT5_NSE,BSOFT,BSOFTF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132530,
MT5_NSE,BSOFT,BSOFTG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132531,
MT5_NSE,CADILAHC,CADILAHCF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132532,
MT5_NSE,CADILAHC,CADILAHCG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132533,
MT5_NSE,CANBK,CANBKF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132534,
MT5_NSE,CANBK,CANBKG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132535,
MT5_NSE,CANFINHOME,CANFINHOMEF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132536,
MT5_NSE,CANFINHOME,CANFINHOMEG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132537,
MT5_NSE,CENTURYTEX,CENTURYTEXF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132538,
MT5_NSE,CENTURYTEX,CENTURYTEXG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132539,
MT5_NSE,CHAMBLFERT,CHAMBLFERTF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132540,
MT5_NSE,CHAMBLFERT,CHAMBLFERTG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,2.0,36132541,
MT5_NSE,CHOLAFIN,CHOLAFINF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132542,
MT5_NSE,CHOLAFIN,CHOLAFING,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132543,
MT5_NSE,CIPLA,CIPLAF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132544,
MT5_NSE,CIPLA,CIPLAG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132545,
MT5_NSE,COALINDIA,COALINDIAF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132546,
MT5_NSE,COALINDIA,COALINDIAG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132547,
MT5_NSE,COFORGE,COFORGEF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132548,
MT5_NSE,COFORGE,COFORGEG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132549,
MT5_NSE,COLPAL,COLPALF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132550,
MT5_NSE,COLPAL,COLPALG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132551,
MT5_NSE,CONCOR,CONCORF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132552,
MT5_NSE,CONCOR,CONCORG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132553,
MT5_NSE,COROMANDEL,COROMANDELF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132554,
MT5_NSE,COROMANDEL,COROMANDELG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132555,
MT5_NSE,CROMPTON,CROMPTONF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132556,
MT5_NSE,CROMPTON,CROMPTONG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132557,
MT5_NSE,CUB,CUBF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132558,
MT5_NSE,CUB,CUBG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132559,
MT5_NSE,CUMMINSIND,CUMMINSINDF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132560,
MT5_NSE,CUMMINSIND,CUMMINSINDG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132561,
MT5_NSE,DABUR,DABURF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132562,
MT5_NSE,DABUR,DABURG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132563,
MT5_NSE,DALBHARAT,DALBHARATF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132564,
MT5_NSE,DALBHARAT,DALBHARATG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132565,
MT5_NSE,DEEPAKNTR,DEEPAKNTRF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132566,
MT5_NSE,DEEPAKNTR,DEEPAKNTRG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132567,
MT5_NSE,DELTACORP,DELTACORPF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132568,
MT5_NSE,DELTACORP,DELTACORPG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132569,
MT5_NSE,DIVISLAB,DIVISLABF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132570,
MT5_NSE,DIVISLAB,DIVISLABG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132571,
MT5_NSE,DIXON,DIXONF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132572,
MT5_NSE,DIXON,DIXONG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132573,
MT5_NSE,DLF,DLFF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132574,
MT5_NSE,DLF,DLFG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132575,
MT5_NSE,DRREDDY,DRREDDYF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132576,
MT5_NSE,DRREDDY,DRREDDYG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132577,
MT5_NSE,EICHERMOT,EICHERMOTF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132578,
MT5_NSE,EICHERMOT,EICHERMOTG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132579,
MT5_NSE,ESCORTS,ESCORTSF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132580,
MT5_NSE,ESCORTS,ESCORTSG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132581,
MT5_NSE,EXIDEIND,EXIDEINDF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132582,
MT5_NSE,EXIDEIND,EXIDEINDG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132583,
MT5_NSE,FEDERALBNK,FEDERALBNKF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132584,
MT5_NSE,FEDERALBNK,FEDERALBNKG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132585,
MT5_NSE,FINNIFTY,FINNIFTYF,Future,NSE Future,28Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132586,
MT5_NSE,FINNIFTY,FINNIFTYG,Future,NSE Future,25Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132587,
MT5_NSE,FSL,FSLF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132588,
MT5_NSE,FSL,FSLG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132589,
MT5_NSE,GAIL,GAILF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132590,
MT5_NSE,GAIL,GAILG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132591,
MT5_NSE,GLENMARK,GLENMARKF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132592,
MT5_NSE,GLENMARK,GLENMARKG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132593,
MT5_NSE,GMRINFRA,GMRINFRAF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132594,
MT5_NSE,GMRINFRA,GMRINFRAG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132595,
MT5_NSE,GNFC,GNFCF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132596,
MT5_NSE,GNFC,GNFCG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132597,
MT5_NSE,GODREJCP,GODREJCPF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132598,
MT5_NSE,GODREJCP,GODREJCPG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132599,
MT5_NSE,GODREJPROP,GODREJPROPF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132600,
MT5_NSE,GODREJPROP,GODREJPROPG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132601,
MT5_NSE,GRANULES,GRANULESF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132602,
MT5_NSE,GRANULES,GRANULESG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132603,
MT5_NSE,GRASIM,GRASIMF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132604,
MT5_NSE,GRASIM,GRASIMG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132605,
MT5_NSE,GSPL,GSPLF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132606,
MT5_NSE,GSPL,GSPLG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132607,
MT5_NSE,GUJGASLTD,GUJGASLTDF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132608,
MT5_NSE,GUJGASLTD,GUJGASLTDG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132609,
MT5_NSE,HAL,HALF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132610,
MT5_NSE,HAL,HALG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132611,
MT5_NSE,HAVELLS,HAVELLSF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132612,
MT5_NSE,HAVELLS,HAVELLSG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132613,
MT5_NSE,HCLTECH,HCLTECHF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132614,
MT5_NSE,HCLTECH,HCLTECHG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132615,
MT5_NSE,HDFC,HDFCF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132616,
MT5_NSE,HDFC,HDFCG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132617,
MT5_NSE,HDFCAMC,HDFCAMCF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132618,
MT5_NSE,HDFCAMC,HDFCAMCG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132619,
MT5_NSE,HDFCBANK,HDFCBANKF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132620,
MT5_NSE,HDFCBANK,HDFCBANKG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132621,
MT5_NSE,HDFCLIFE,HDFCLIFEF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132622,
MT5_NSE,HDFCLIFE,HDFCLIFEG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132623,
MT5_NSE,HEROMOTOCO,HEROMOTOCOF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132624,
MT5_NSE,HEROMOTOCO,HEROMOTOCOG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132625,
MT5_NSE,HINDALCO,HINDALCOF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132626,
MT5_NSE,HINDALCO,HINDALCOG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132627,
MT5_NSE,HINDCOPPER,HINDCOPPERF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132628,
MT5_NSE,HINDCOPPER,HINDCOPPERG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132629,
MT5_NSE,HINDPETRO,HINDPETROF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132630,
MT5_NSE,HINDPETRO,HINDPETROG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132631,
MT5_NSE,HINDUNILVR,HINDUNILVRF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132632,
MT5_NSE,HINDUNILVR,HINDUNILVRG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132633,
MT5_NSE,HONAUT,HONAUTF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132634,
MT5_NSE,HONAUT,HONAUTG,Future,NSE Future,27Feb2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132635,
MT5_NSE,IBULHSGFIN,IBULHSGFINF,Future,NSE Future,30Jan2025,XX,0,1,1.0,1,1,INR,INR,0.0,36132636,
